timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,EMA_21,EMA_100,ATR_14,ADX_14
2025-10-07 04:15:00,233.28,233.42,233.0,233.18,4441.079,1759810799999,1035645.23822,4348,2027.14900000,472711.87313000,0,233.27999999999997,233.2878217821782,0.6892857142857208,100.0
2025-10-07 04:20:00,233.18,233.57,233.04,233.54,4260.423,1759811099999,993948.60769,3438,2049.59400000,478170.86642000,0,233.30363636363631,233.2928154102539,0.6779081632653123,97.69585253456222
2025-10-07 04:25:00,233.54,233.88,233.54,233.87,3561.134,1759811399999,832500.98948,2359,2207.23800000,516008.27804000,0,233.35512396694207,233.30424480807065,0.6537718658892189,92.39134485200053
2025-10-07 04:30:00,233.87,234.62,233.85,234.6,11907.654,1759811699999,2789101.23776,6487,8343.84600000,1954262.14055000,0,233.46829451540185,233.32990332672273,0.6620738754685611,87.683885113497
2025-10-07 04:35:00,234.61,234.86,234.49,234.63,16161.662,1759811999999,3792940.27255,10267,7536.74300000,1768732.18183000,0,233.57390410491078,233.35564781530246,0.6412114557922357,83.9625913684202
2025-10-07 04:40:00,234.64,234.83,234.28,234.51,11207.834,1759812299999,2628722.14503,6919,6318.51800000,1481910.09234000,0,233.65900373173707,233.37850627440537,0.6346963518070768,79.49554464751495
2025-10-07 04:45:00,234.52,234.95,234.43,234.92,8658.179,1759812599999,2031470.56351,7828,4614.48700000,1082770.06264000,0,233.7736397561246,233.40903090263495,0.6265037552494271,75.68654156722205
2025-10-07 04:50:00,234.92,235.2,234.79,234.86,20102.234,1759812899999,4724075.89017,7927,9117.88100000,2142685.94602000,0,233.87239977829506,233.4377629639689,0.6110392013030392,72.77891553519814
2025-10-07 04:55:00,234.85,235.21,234.84,234.85,8405.217,1759813199999,1975182.75272,5047,5415.13500000,1272621.56039000,0,233.96127252572276,233.46572805379128,0.5938221154956796,70.1027286319824
2025-10-07 05:00:00,234.86,234.91,234.35,234.41,10744.649,1759813499999,2520551.98406,5300,2961.46200000,694660.55598000,0,234.00206593247523,233.48442650817165,0.5914062501031313,65.56368658702354
2025-10-07 05:05:00,234.42,234.89,234.12,234.72,7340.068,1759813799999,1720923.18175,9425,2985.12400000,699923.24385000,0,234.06733266588657,233.50889330999004,0.604162946524335,61.15059222991136
2025-10-07 05:10:00,234.72,234.99,234.53,234.63,8764.033,1759814099999,2057216.39934,6583,4139.29100000,971569.21273000,0,234.11848424171507,233.53109344246548,0.5938655932011688,56.83473517196203
2025-10-07 05:15:00,234.63,234.72,234.21,234.3,3966.156,1759814399999,929757.5325,4058,1641.93400000,385048.96491000,0,234.13498567428644,233.5463193148919,0.5878751936867991,53.660040222833395
2025-10-07 05:20:00,234.3,234.83,234.26,234.57,10709.003,1759814699999,2512872.84895,7403,2913.66700000,683353.13685000,0,234.17453243116947,233.5665902195475,0.5865983941377436,50.342896311278125
2025-10-07 05:25:00,234.57,235.02,234.48,234.77,6825.364,1759814999999,1602728.55376,4098,3749.22900000,880600.16596000,0,234.22866584651769,233.59042011619013,0.5832699374136205,46.83482421451209
2025-10-07 05:30:00,234.78,234.86,234.34,234.51,11078.986,1759815299999,2598469.50604,5301,3918.40200000,918915.69073000,0,234.25424167865242,233.6086296188398,0.5787506561697913,43.82720169999613
2025-10-07 05:35:00,234.51,234.7,234.19,234.7,12603.316,1759815599999,2955476.9121,5966,8139.24200000,1908834.56642000,0,234.2947651624113,233.63024091351625,0.5738398950148056,41.467163372463766
2025-10-07 05:40:00,234.71,235.02,234.63,234.71,7575.086,1759815899999,1779500.81689,5960,3763.17400000,884082.64733000,0,234.33251378401027,233.65162228156544,0.5607084739423206,38.74350044070136
2025-10-07 05:45:00,234.72,234.78,234.01,234.11,5864.275,1759816199999,1374671.64713,6878,1986.75000000,465632.31562000,0,234.31228525819114,233.66069906806908,0.575657868660727,37.28860097507815
2025-10-07 05:50:00,234.1,234.11,233.34,233.36,20784.625,1759816499999,4856491.78685,8354,5365.92700000,1253862.84009000,0,234.22571387108286,233.65474463107762,0.5895394494706758,37.08311049008824
2025-10-07 05:55:00,233.35,233.56,233.15,233.52,12047.791,1759816799999,2811607.13487,5935,7880.18600000,1839306.75091000,0,234.16155806462078,233.65207642056123,0.576715203079913,37.15748358037893
2025-10-07 06:00:00,233.51,233.68,233.32,233.46,4763.445,1759817099999,1112426.14196,5974,2087.17000000,487354.97578000,0,234.09778005874614,233.64827292708475,0.561235545717063,36.8607812674114
2025-10-07 06:05:00,233.46,233.47,232.81,233.16,11793.131,1759817399999,2748166.92014,6333,5502.41400000,1282094.68542000,0,234.01252732613284,233.63860415625138,0.5682901495944155,37.279476144625114
2025-10-07 06:10:00,233.16,233.47,232.9,232.93,12260.861,1759817699999,2858807.53229,6682,4813.18000000,1122313.93205000,0,233.91411575102987,233.62457239078103,0.5684122817662425,37.66826424489499
2025-10-07 06:15:00,232.93,232.99,232.6,232.75,9764.606,1759817999999,2273123.58922,5532,2620.78500000,610038.15313000,0,233.80828704639077,233.60725412561703,0.5556685473543691,38.39771295195061
2025-10-07 06:20:00,232.75,232.88,231.66,231.74,24204.112,1759818299999,5620010.86481,13070,4854.78300000,1127282.19953000,0,233.62026095126433,233.5702787963969,0.6031207939719141,39.94267575293212
2025-10-07 06:25:00,231.74,231.94,231.42,231.53,12383.896,1759818599999,2868862.61458,11563,3962.76600000,918156.15643000,0,233.43023722842213,233.5298772360722,0.5971835944024925,41.54922798059925
2025-10-07 06:30:00,231.53,231.93,231.31,231.87,15711.964,1759818899999,3638220.90079,9371,7502.80600000,1737524.93353000,0,233.28839748038376,233.49700837991236,0.5988133376594577,43.118482899230244
2025-10-07 06:35:00,231.86,231.91,230.52,230.96,52787.905,1759819199999,12190910.47542,17114,18726.59100000,4324443.04232000,0,233.07672498216706,233.44677059021112,0.6553266706837811,45.05124181099292
2025-10-07 06:40:00,230.96,230.96,229.41,230.54,54195.551,1759819499999,12469387.40173,22114,18677.32500000,4297729.14892000,0,232.84611362015187,233.38921077654356,0.7192319084920833,47.30693374674289
2025-10-07 06:45:00,230.53,230.6,230.07,230.53,13403.021,1759819799999,3087424.88886,9380,6350.46300000,1462711.52927000,0,232.6355578365017,233.3325927413645,0.7057153435997917,49.40150482993929
2025-10-07 06:50:00,230.54,230.78,230.25,230.46,16132.521,1759820099999,3718625.35013,10887,6830.09200000,1574437.10462000,0,232.43777985136518,233.275709716783,0.6931642476283781,50.85306322851388
2025-10-07 06:55:00,230.47,230.64,230.38,230.44,12552.47,1759820399999,2893596.34068,6715,3144.90900000,724924.75231000,0,232.25616350124105,233.21955704912392,0.6622239442263504,52.20093888433315
2025-10-07 07:00:00,230.43,230.97,230.27,230.97,11955.898,1759820699999,2758769.09974,8179,4862.39100000,1121682.20703000,0,232.13923954658276,233.17501136498285,0.6649222339244675,52.521867519036455
2025-10-07 07:05:00,230.96,231.14,230.68,230.71,22672.152,1759820999999,5236144.4433,8761,9290.42500000,2145509.63645000,0,232.0093086787116,233.12619925874557,0.6502849315012897,52.36266573423918
2025-10-07 07:10:00,230.71,230.97,230.33,230.34,17185.377,1759821299999,3963385.48179,6575,6535.42900000,1507416.62683000,0,231.85755334428325,233.07102699619617,0.649550293536911,52.50970333137067
